nws_id,physicalelement,datetime(GMT),sitename,wfo,latitude,longitude,soiltemp(F),depth(in),afos_id,extremum
WYNN8,TB,11/23/2009 13:00,Wyndmere (NDAWN),FGF,46.26638889,-97.13638889,37,4,KFGFRR5FGF,Z
XRON8,TB,11/23/2009 15:00,Rolla (NDAWN),BIS,48.8,-99.5,32,4,KFGFRR5FGF,Z
ABR,TB,11/23/2009 14:00,Aberdeen Muni Arpt (WFO & ASOS),ABR,45.45583333,-98.41277778,38,8,KABRRR3ABR,Z
CSAI4,TB,11/23/2009 13:00,Castana Exp. Farm,OAX,42.06666667,-95.81666667,44,8,KOAXRR3OAX,Z
MRRM5,TB,11/23/2009 14:00,Morris 2E - WC Exp Stn,MPX,45.59027778,-95.87472222,37,8,KMPXRR3MPX,N
WANI3,TB,11/23/2009 13:00,Wanatah 2WNW,LOT,41.44361111,-86.93,40,8,KLOTRR3LOT,N
WASM5,TB,11/23/2009 14:00,Waseca - Exp Stn,MPX,44.0725,-93.53277778,43,8,KMPXRR3MPX,N
WLFI3,TB,11/23/2009 13:00,West Lafayette,IND,40.47,-87,45,8,KINDRR3IND,N
ABR,TB,11/23/2009 14:00,Aberdeen Muni Arpt (WFO & ASOS),ABR,45.45583333,-98.41277778,41,20,KABRRR3ABR,Z
CSAI4,TB,11/23/2009 13:00,Castana Exp. Farm,OAX,42.06666667,-95.81666667,45,20,KOAXRR3OAX,Z
WANI3,TB,11/23/2009 13:00,Wanatah 2WNW,LOT,41.44361111,-86.93,47,20,KLOTRR3LOT,Z
WASM5,TB,11/23/2009 14:00,Waseca - Exp Stn,MPX,44.0725,-93.53277778,45,20,KMPXRR3MPX,Z
WLFI3,TB,11/23/2009 13:00,West Lafayette,IND,40.47,-87,53,20,KINDRR3IND,Z
ABR,TB,11/23/2009 14:00,Aberdeen Muni Arpt (WFO & ASOS),ABR,45.45583333,-98.41277778,45,40,KABRRR3ABR,Z
CSAI4,TB,11/23/2009 13:00,Castana Exp. Farm,OAX,42.06666667,-95.81666667,42,40,KOAXRR3OAX,Z
WANI3,TB,11/23/2009 13:00,Wanatah 2WNW,LOT,41.44361111,-86.93,52,40,KLOTRR3LOT,Z
WASM5,TB,11/23/2009 14:00,Waseca - Exp Stn,MPX,44.0725,-93.53277778,48,40,KMPXRR3MPX,Z
WLFI3,TB,11/23/2009 13:00,West Lafayette,IND,40.47,-87,54,40,KINDRR3IND,Z
ABR,TB,11/24/2009 14:00,Aberdeen Muni Arpt (WFO & ASOS),ABR,45.45583333,-98.41277778,30,2,KABRRR3ABR,Z
ALNM4,TB,11/24/2009 15:00,Albion 1NW,DTX,42.26194444,-84.77416667,45,2,KGRRRR2GRR,Z
ATKM5,TB,11/23/2009 13:00,Aitkin 2E,DLH,46.53388889,-93.70305556,40,2,KDLHRR3DLH,Z
BATM4,TB,11/24/2009 15:00,Bath 2ENE - MSU Ag Mesonet,GRR,42.82777778,-84.38611111,45,2,KGRRRR2GRR,Z
BELM4,TB,11/24/2009 15:00,Belding 3WNW - MSU Ag Mesonet,GRR,43.11,-85.31,42,2,KGRRRR2GRR,Z
CLRM4,TB,11/24/2009 15:00,Clarksville 2NW - MSU Ag Mesonet,GRR,42.87,-85.26,58,2,KGRRRR2GRR,Z
CSAI4,TB,11/24/2009 13:02,Castana Exp. Farm,OAX,42.06666667,-95.81666667,40,2,KOAXRR3OAX,Z
ENTM4,TB,11/24/2009 15:00,Lakeview - Entrican - MSU Ag Mesonet,GRR,43.3775,-85.18,42,2,KGRRRR2GRR,Z
FEVM4,TB,11/23/2009 20:00,Fennville 3WSW - MSU Ag Mesonet,GRR,42.59,-86.15,48,2,KGRRRR2GRR,Z
FRMM4,TB,11/24/2009 15:00,Fremont 3S - WWTP / MSU Ag Mesonet,GRR,43.42,-85.95,43,2,KGRRRR2GRR,Z
GRJM4,TB,11/24/2009 15:00,Grand Junction 1W,GRR,42.4,-86.1,42,2,KGRRRR2GRR,Z
HFDM4,TB,11/24/2009 15:00,Hartford - MSU Ag Mesonet,GRR,42.22972222,-86.15583333,43,2,KGRRRR2GRR,Z
HRTM4,TB,11/24/2009 15:00,Hart - MI St Police,GRR,43.68861111,-86.37444444,44,2,KGRRRR2GRR,Z
HVLM4,TB,11/24/2009 15:00,Hudsonville - MSU Ag Mesonet,GRR,42.85944444,-85.88944444,43,2,KGRRRR2GRR,Z
LUNM4,TB,11/24/2009 14:00,Ludington - MAWN Ag Mesonet Site,GRR,43.90416667,-86.37972222,49,2,KGRRRR2GRR,Z
MRRM5,TB,11/24/2009 14:00,Morris 2E - WC Exp Stn,MPX,45.59027778,-95.87472222,39,2,KMPXRR3MPX,N
MUNM4,TB,11/24/2009 15:00,Mendon - MAWN - Ag Mesonet Site,IWX,41.98333333,-85.43333333,46,2,KGRRRR2GRR,Z
SPOM4,TB,11/24/2009 15:00,Sparta 4SW - MSU Ag Mesonet,GRR,43.11722222,-85.75416667,42,2,KGRRRR2GRR,Z
WANI3,TB,11/24/2009 13:00,Wanatah 2WNW,LOT,41.44361111,-86.93,36,2,KLOTRR3LOT,N
WASM5,TB,11/24/2009 14:00,Waseca - Exp Stn,MPX,44.0725,-93.53277778,45,2,KMPXRR3MPX,N
WEOM4,TB,11/24/2009 15:00,West Olive 5NE - MSU Ag Mesonet,GRR,42.97,-86.07,42,2,KGRRRR2GRR,Z
WHRM5,TB,11/23/2009 14:00,White Rock Dam (Wheaton 5NW)/Mud Lk,ABR,45.86194444,-96.565,37,2,KABRRR3ABR,Z
WLFI3,TB,11/24/2009 13:00,West Lafayette,IND,40.47,-87,44,2,KINDRR3IND,N
ABR,TB,11/24/2009 14:00,Aberdeen Muni Arpt (WFO & ASOS),ABR,45.45583333,-98.41277778,33,4,KABRRR3ABR,Z
ALNM4,TB,11/24/2009 15:00,Albion 1NW,DTX,42.26194444,-84.77416667,46,4,KGRRRR2GRR,Z
ATKM5,TB,11/23/2009 13:00,Aitkin 2E,DLH,46.53388889,-93.70305556,41,4,KDLHRR3DLH,Z
AWNM5,TB,11/24/2009 15:00,Ada 2N (NDAWN),FGF,47.32111111,-96.51388889,35,4,KFGFRR5FGF,Z
BATM4,TB,11/24/2009 15:00,Bath 2ENE - MSU Ag Mesonet,GRR,42.82777778,-84.38611111,45,4,KGRRRR2GRR,Z
BELM4,TB,11/24/2009 15:00,Belding 3WNW - MSU Ag Mesonet,GRR,43.11,-85.31,43,4,KGRRRR2GRR,Z
BKRN8,TB,11/24/2009 15:00,Baker (NDAWN),FGF,48.16222222,-99.64833333,32,4,KFGFRR5FGF,Z
BLFI3,TB,11/24/2009 13:00,Bluffton 4N,IWX,40.78333333,-85.16666667,42,4,KIWXRR3IWX,Z
CBGI2,TB,11/24/2009 14:00,Chicago Botanical Garden,LOT,42.14055556,-87.78666667,43,4,KLOTRR3LOT,N
CLRM4,TB,11/24/2009 15:00,Clarksville 2NW - MSU Ag Mesonet,GRR,42.87,-85.26,42,4,KGRRRR2GRR,Z
CLVN8,TB,11/24/2009 14:00,Cavalier (NDAWN),FGF,48.79416667,-97.6225,32,4,KFGFRR5FGF,Z
COAN8,TB,11/24/2009 15:00,Cando (NDAWN),FGF,48.4875,-99.21083333,30,4,KFGFRR5FGF,Z
CRLM4,TB,11/21/2009 14:15,Cornell 5SE,MQT,45.82694444,-87.15888889,41,4,KMQTRR3MQT,N
CRYN8,TB,11/24/2009 15:00,Devils Lake 10E (NDAWN),FGF,48.06027778,-98.625,32,4,KFGFRR5FGF,Z
CSAI4,TB,11/24/2009 13:02,Castana Exp. Farm,OAX,42.06666667,-95.81666667,40,4,KOAXRR3OAX,Z
DSUN8,TB,11/24/2009 15:00,Fargo - NDSU,FGF,46.88333333,-96.8,35,4,KFGFRR5FGF,Z
DZYN8,TB,11/24/2009 15:00,Dazey (NDAWN),FGF,47.18333333,-98.2,33,4,KFGFRR5FGF,Z
EDDM5,TB,11/24/2009 15:00,Crookston 10SW - Eldred (NDAWN),FGF,47.73138889,-96.78166667,33,4,KFGFRR5FGF,Z
ENTM4,TB,11/24/2009 15:00,Lakeview - Entrican - MSU Ag Mesonet,GRR,43.3775,-85.18,38,4,KGRRRR2GRR,Z
FEVM4,TB,11/23/2009 20:00,Fennville 3WSW - MSU Ag Mesonet,GRR,42.59,-86.15,47,4,KGRRRR2GRR,Z
FGLN8,TB,11/24/2009 15:00,Fingal (NDAWN),FGF,46.7617,-97.8028,33,4,KFGFRR5FGF,Z
FNVM4,TB,11/24/2009 13:00,Fennville 3W & 6E,GRR,42.59388889,-86.15583333,41,4,KGRRRR3GRR,Z
FRMM4,TB,11/24/2009 15:00,Fremont 3S - WWTP / MSU Ag Mesonet,GRR,43.42,-85.95,43,4,KGRRRR2GRR,Z
FRRN8,TB,11/24/2009 15:00,Forest River (NDAWN),FGF,48.21638889,-97.47083333,32,4,KFGFRR5FGF,Z
GBWM5,TB,11/24/2009 15:00,Greenbush 4S (NDAWN),FGF,48.35388889,-96.325,33,4,KFGFRR5FGF,Z
GLLN8,TB,11/24/2009 12:00,Hillsboro 18SW - Galesburg (NDAWN),FGF,47.27,-97.40583333,32,4,KFGFRR5FGF,Z
GPDM4,TB,11/24/2009 12:00,Grand Rapids - 44th St,GRR,42.9,-85.76666667,43,4,KGRRRR3GRR,N
GRJM4,TB,11/24/2009 15:00,Grand Junction 1W,GRR,42.4,-86.1,45,4,KGRRRR2GRR,Z
GRWN8,TB,11/24/2009 15:00,Grafton 10E (NDWAN),FGF,48.41222222,-97.18611111,33,4,KFGFRR5FGF,Z
HFDM4,TB,11/24/2009 15:00,Hartford - MSU Ag Mesonet,GRR,42.22972222,-86.15583333,43,4,KGRRRR2GRR,Z
HLNN8,TB,11/24/2009 15:00,Hillsboro 5SE (NDAWN),FGF,47.35416667,-96.96972222,33,4,KFGFRR5FGF,Z
HMBM5,TB,11/24/2009 10:00,Pembina 7E - Humboldt (NDAWN),FGF,48.9175,-97.10027778,32,4,KFGFRR5FGF,Z
HRTM4,TB,11/24/2009 15:00,Hart - MI St Police,GRR,43.68861111,-86.37444444,42,4,KGRRRR2GRR,Z
HVLM4,TB,11/24/2009 15:00,Hudsonville - MSU Ag Mesonet,GRR,42.85944444,-85.88944444,44,4,KGRRRR2GRR,Z
ILX,TB,11/24/2009 12:00,Lincoln - Cntrl Il WFO,ILX,40.15138889,-89.33805556,46,4,KILXRR3ILX,N
IUKI2,TB,11/24/2009 13:00,Iuka 12SW,LSX,38.49305556,-88.97027778,52,4,KLSXRR3LSX,Z
LGGN8,TB,11/24/2009 15:00,Langdon (NDAWN),FGF,48.75638889,-98.34333333,32,4,KFGFRR5FGF,Z
LUNM4,TB,11/24/2009 14:00,Ludington - MAWN Ag Mesonet Site,GRR,43.90416667,-86.37972222,42,4,KGRRRR2GRR,Z
MARN8,TB,11/24/2009 14:00,Marion 3S /NDAWN/,BIS,46.56444444,-98.3275,32,4,KFGFRR5FGF,Z
MCCN8,TB,11/24/2009 15:00,McHenry 2N (NDAWN),FGF,47.60138889,-98.59361111,32,4,KFGFRR5FGF,Z
MICN8,TB,11/24/2009 14:00,Michigan 2W (NDAWN),FGF,48.01888889,-98.17194444,28,4,KFGFRR5FGF,Z
MMTI2,TB,11/24/2009 14:00,Monmouth 4NW - U Illinois Research Cntr,DVN,40.93611111,-90.71972222,47,4,KDVNRR3DVN,N
MRRM5,TB,11/24/2009 14:00,Morris 2E - WC Exp Stn,MPX,45.59027778,-95.87472222,40,4,KMPXRR3MPX,N
MUNM4,TB,11/24/2009 15:00,Mendon - MAWN - Ag Mesonet Site,IWX,41.98333333,-85.43333333,46,4,KGRRRR2GRR,Z
MYAN8,TB,11/24/2009 15:00,Mayville 5E (NDAWN),FGF,47.50138889,-97.21972222,33,4,KFGFRR5FGF,Z
NWFM4,TB,11/24/2009 13:00,Nw Michigan Research Farm,APX,44.88305556,-85.67527778,43,4,KAPXRR3APX,N
OGDI2,TB,11/24/2009 12:00,Ogden,ILX,40.11,-87.95666667,46,4,KILXRR3ILX,Z
OKNN8,TB,11/24/2009 15:00,Oakes 4S (NDAWN),BIS,46.08222222,-98.0925,33,4,KFGFRR5FGF,Z
PDHK2,TB,11/24/2009 6:00,West Paducah 2SW,PAH,37.06833333,-88.7725,56,4,KPAHRR3PAH,Z
PEYI2,TB,11/24/2009 13:45,Perry 6NW,LSX,39.80583333,-90.82361111,43,4,KLSXRR3LSX,N
PILN8,TB,11/24/2009 15:00,Pillsbury (NDAWN),FGF,47.20138889,-97.80111111,33,4,KFGFRR5FGF,Z
PRLM5,TB,11/24/2009 15:00,Ada 16SW - Perley (NDAWN),FGF,47.17472222,-96.80416667,35,4,KFGFRR5FGF,Z
PSRN8,TB,11/24/2009 15:00,Prosper 3W (NDAWN),FGF,47.00583333,-97.07916667,35,4,KFGFRR5FGF,Z
PYVI3,TB,11/23/2009 14:00,Perrysville,IND,40.07,-87.5,40,4,KINDRR3IND,N
SIUI2,TB,11/23/2009 22:00,Belleville - Siu Ag Farm,LSX,38.52,-89.84666667,42,4,KLSXRR3LSX,N
SNWI2,TB,11/24/2009 13:00,Streamwood,LOT,42.02555556,-88.17833333,45,4,KLOTRR3LOT,N
SPOM4,TB,11/24/2009 15:00,Sparta 4SW - MSU Ag Mesonet,GRR,43.11722222,-85.75416667,44,4,KGRRRR2GRR,Z
STTM5,TB,11/24/2009 15:00,Stephen (NDAWN),FGF,48.45027778,-96.8775,33,4,KFGFRR5FGF,Z
STTN8,TB,11/24/2009 5:00,Cavalier 14SE - St Thomas (NDAWN),FGF,48.61805556,-97.44694444,32,4,KFGFRR5FGF,Z
THTI3,TB,11/24/2009 13:00,Terre Haute,IND,39.35,-87.42,41,4,KINDRR3IND,N
WACN8,TB,11/24/2009 15:00,Walcott 9W /NDAWN/,FGF,46.52166667,-97.13472222,33,4,KFGFRR5FGF,Z
WANI3,TB,11/24/2009 13:00,Wanatah 2WNW,LOT,41.44361111,-86.93,43,4,KLOTRR3LOT,N
WASM5,TB,11/24/2009 14:00,Waseca - Exp Stn,MPX,44.0725,-93.53277778,45,4,KMPXRR3MPX,N
WATI2,TB,11/24/2009 13:00,Watseka 2NW,LOT,40.79277778,-87.75555556,38,4,KLOTRR3LOT,N
WEHN8,TB,11/24/2009 15:00,Wahpeton 5NW (NDAWN),FGF,46.30833333,-96.62944444,35,4,KFGFRR5FGF,Z
WEOM4,TB,11/24/2009 15:00,West Olive 5NE - MSU Ag Mesonet,GRR,42.97,-86.07,44,4,KGRRRR2GRR,Z
WHRM5,TB,11/23/2009 14:00,White Rock Dam (Wheaton 5NW)/Mud Lk,ABR,45.86194444,-96.565,37,4,KABRRR3ABR,Z
WLFI3,TB,11/24/2009 13:00,West Lafayette,IND,40.47,-87,47,4,KINDRR3IND,N
WYNN8,TB,11/24/2009 15:00,Wyndmere (NDAWN),FGF,46.26638889,-97.13638889,35,4,KFGFRR5FGF,Z
XRON8,TB,11/24/2009 15:00,Rolla (NDAWN),BIS,48.8,-99.5,30,4,KFGFRR5FGF,Z
ABR,TB,11/24/2009 14:00,Aberdeen Muni Arpt (WFO & ASOS),ABR,45.45583333,-98.41277778,36,8,KABRRR3ABR,Z
ATKM5,TB,11/23/2009 13:00,Aitkin 2E,DLH,46.53388889,-93.70305556,40,8,KDLHRR3DLH,Z
CSAI4,TB,11/24/2009 13:02,Castana Exp. Farm,OAX,42.06666667,-95.81666667,43,8,KOAXRR3OAX,Z
MRRM5,TB,11/24/2009 14:00,Morris 2E - WC Exp Stn,MPX,45.59027778,-95.87472222,40,8,KMPXRR3MPX,N
WANI3,TB,11/24/2009 13:00,Wanatah 2WNW,LOT,41.44361111,-86.93,40,8,KLOTRR3LOT,N
WASM5,TB,11/24/2009 14:00,Waseca - Exp Stn,MPX,44.0725,-93.53277778,45,8,KMPXRR3MPX,N
WHRM5,TB,11/23/2009 14:00,White Rock Dam (Wheaton 5NW)/Mud Lk,ABR,45.86194444,-96.565,37,8,KABRRR3ABR,Z
WLFI3,TB,11/24/2009 13:00,West Lafayette,IND,40.47,-87,46,8,KINDRR3IND,N
ABR,TB,11/24/2009 14:00,Aberdeen Muni Arpt (WFO & ASOS),ABR,45.45583333,-98.41277778,41,20,KABRRR3ABR,Z
ATKM5,TB,11/23/2009 13:00,Aitkin 2E,DLH,46.53388889,-93.70305556,41,20,KDLHRR3DLH,Z
CSAI4,TB,11/24/2009 13:02,Castana Exp. Farm,OAX,42.06666667,-95.81666667,45,20,KOAXRR3OAX,Z
WANI3,TB,11/24/2009 13:00,Wanatah 2WNW,LOT,41.44361111,-86.93,47,20,KLOTRR3LOT,Z
WASM5,TB,11/24/2009 14:00,Waseca - Exp Stn,MPX,44.0725,-93.53277778,46,20,KMPXRR3MPX,Z
WHRM5,TB,11/23/2009 14:00,White Rock Dam (Wheaton 5NW)/Mud Lk,ABR,45.86194444,-96.565,39,20,KABRRR3ABR,Z
WLFI3,TB,11/24/2009 13:00,West Lafayette,IND,40.47,-87,53,20,KINDRR3IND,Z
ABR,TB,11/24/2009 14:00,Aberdeen Muni Arpt (WFO & ASOS),ABR,45.45583333,-98.41277778,45,40,KABRRR3ABR,Z
ATKM5,TB,11/23/2009 13:00,Aitkin 2E,DLH,46.53388889,-93.70305556,43,40,KDLHRR3DLH,Z
CSAI4,TB,11/24/2009 13:02,Castana Exp. Farm,OAX,42.06666667,-95.81666667,42,40,KOAXRR3OAX,Z
WANI3,TB,11/24/2009 13:00,Wanatah 2WNW,LOT,41.44361111,-86.93,51,40,KLOTRR3LOT,Z
WASM5,TB,11/24/2009 14:00,Waseca - Exp Stn,MPX,44.0725,-93.53277778,48,40,KMPXRR3MPX,Z
WHRM5,TB,11/23/2009 14:00,White Rock Dam (Wheaton 5NW)/Mud Lk,ABR,45.86194444,-96.565,44,40,KABRRR3ABR,Z
WLFI3,TB,11/24/2009 13:00,West Lafayette,IND,40.47,-87,54,40,KINDRR3IND,Z
ATKM5,TB,11/23/2009 13:00,Aitkin 2E,DLH,46.53388889,-93.70305556,44,60,KDLHRR3DLH,Z
WHRM5,TB,11/23/2009 14:00,White Rock Dam (Wheaton 5NW)/Mud Lk,ABR,45.86194444,-96.565,48,60,KABRRR3ABR,Z
ABR,TB,11/25/2009 14:00,Aberdeen Muni Arpt (WFO & ASOS),ABR,45.45583333,-98.41277778,33,2,KABRRR3ABR,Z
ALNM4,TB,11/25/2009 15:00,Albion 1NW,DTX,42.26194444,-84.77416667,46,2,KGRRRR2GRR,Z
ATKM5,TB,11/23/2009 13:00,Aitkin 2E,DLH,46.53388889,-93.70305556,40,2,KDLHRR3DLH,Z
BATM4,TB,11/25/2009 15:00,Bath 2ENE - MSU Ag Mesonet,GRR,42.82777778,-84.38611111,47,2,KGRRRR2GRR,Z
BELM4,TB,11/25/2009 15:00,Belding 3WNW - MSU Ag Mesonet,GRR,43.11,-85.31,45,2,KGRRRR2GRR,Z
CLRM4,TB,11/25/2009 15:00,Clarksville 2NW - MSU Ag Mesonet,GRR,42.87,-85.26,60,2,KGRRRR2GRR,Z
CSAI4,TB,11/25/2009 13:00,Castana Exp. Farm,OAX,42.06666667,-95.81666667,36,2,KOAXRR3OAX,Z
ENTM4,TB,11/25/2009 15:00,Lakeview - Entrican - MSU Ag Mesonet,GRR,43.3775,-85.18,45,2,KGRRRR2GRR,Z
FEVM4,TB,11/23/2009 20:00,Fennville 3WSW - MSU Ag Mesonet,GRR,42.59,-86.15,48,2,KGRRRR2GRR,Z
FRMM4,TB,11/25/2009 15:00,Fremont 3S - WWTP / MSU Ag Mesonet,GRR,43.42,-85.95,45,2,KGRRRR2GRR,Z
GRJM4,TB,11/25/2009 14:00,Grand Junction 1W,GRR,42.4,-86.1,45,2,KGRRRR2GRR,Z
HFDM4,TB,11/25/2009 15:00,Hartford - MSU Ag Mesonet,GRR,42.22972222,-86.15583333,45,2,KGRRRR2GRR,Z
HRTM4,TB,11/25/2009 15:00,Hart - MI St Police,GRR,43.68861111,-86.37444444,46,2,KGRRRR2GRR,Z
HVLM4,TB,11/25/2009 15:00,Hudsonville - MSU Ag Mesonet,GRR,42.85944444,-85.88944444,46,2,KGRRRR2GRR,Z
LUNM4,TB,11/25/2009 14:00,Ludington - MAWN Ag Mesonet Site,GRR,43.90416667,-86.37972222,50,2,KGRRRR2GRR,Z
MRRM5,TB,11/25/2009 14:00,Morris 2E - WC Exp Stn,MPX,45.59027778,-95.87472222,36,2,KMPXRR3MPX,N
MUNM4,TB,11/25/2009 15:00,Mendon - MAWN - Ag Mesonet Site,IWX,41.98333333,-85.43333333,47,2,KGRRRR2GRR,Z
SPOM4,TB,11/25/2009 15:00,Sparta 4SW - MSU Ag Mesonet,GRR,43.11722222,-85.75416667,46,2,KGRRRR2GRR,Z
WANI3,TB,11/25/2009 13:00,Wanatah 2WNW,LOT,41.44361111,-86.93,37,2,KLOTRR3LOT,N
WASM5,TB,11/24/2009 14:00,Waseca - Exp Stn,MPX,44.0725,-93.53277778,45,2,KMPXRR3MPX,N
WEOM4,TB,11/25/2009 15:00,West Olive 5NE - MSU Ag Mesonet,GRR,42.97,-86.07,45,2,KGRRRR2GRR,Z
WHRM5,TB,11/23/2009 14:00,White Rock Dam (Wheaton 5NW)/Mud Lk,ABR,45.86194444,-96.565,37,2,KABRRR3ABR,Z
WLFI3,TB,11/25/2009 13:00,West Lafayette,IND,40.47,-87,46,2,KINDRR3IND,N
ABR,TB,11/25/2009 14:00,Aberdeen Muni Arpt (WFO & ASOS),ABR,45.45583333,-98.41277778,34,4,KABRRR3ABR,Z
ALNM4,TB,11/25/2009 15:00,Albion 1NW,DTX,42.26194444,-84.77416667,46,4,KGRRRR2GRR,Z
ATKM5,TB,11/23/2009 13:00,Aitkin 2E,DLH,46.53388889,-93.70305556,41,4,KDLHRR3DLH,Z
AWNM5,TB,11/25/2009 15:00,Ada 2N (NDAWN),FGF,47.32111111,-96.51388889,35,4,KFGFRR5FGF,Z
BATM4,TB,11/25/2009 15:00,Bath 2ENE - MSU Ag Mesonet,GRR,42.82777778,-84.38611111,47,4,KGRRRR2GRR,Z
BELM4,TB,11/25/2009 15:00,Belding 3WNW - MSU Ag Mesonet,GRR,43.11,-85.31,45,4,KGRRRR2GRR,Z
BKRN8,TB,11/25/2009 15:00,Baker (NDAWN),FGF,48.16222222,-99.64833333,32,4,KFGFRR5FGF,Z
BLFI3,TB,11/25/2009 13:00,Bluffton 4N,IWX,40.78333333,-85.16666667,46,4,KIWXRR3IWX,Z
CBGI2,TB,11/25/2009 14:00,Chicago Botanical Garden,LOT,42.14055556,-87.78666667,44,4,KLOTRR3LOT,N
CLRM4,TB,11/25/2009 15:00,Clarksville 2NW - MSU Ag Mesonet,GRR,42.87,-85.26,45,4,KGRRRR2GRR,Z
CLVN8,TB,11/25/2009 15:00,Cavalier (NDAWN),FGF,48.79416667,-97.6225,32,4,KFGFRR5FGF,Z
COAN8,TB,11/25/2009 15:00,Cando (NDAWN),FGF,48.4875,-99.21083333,32,4,KFGFRR5FGF,Z
CRYN8,TB,11/25/2009 15:00,Devils Lake 10E (NDAWN),FGF,48.06027778,-98.625,32,4,KFGFRR5FGF,Z
CSAI4,TB,11/25/2009 13:00,Castana Exp. Farm,OAX,42.06666667,-95.81666667,35,4,KOAXRR3OAX,Z
DSUN8,TB,11/25/2009 15:00,Fargo - NDSU,FGF,46.88333333,-96.8,35,4,KFGFRR5FGF,Z
DZYN8,TB,11/25/2009 15:00,Dazey (NDAWN),FGF,47.18333333,-98.2,33,4,KFGFRR5FGF,Z
EDDM5,TB,11/25/2009 15:00,Crookston 10SW - Eldred (NDAWN),FGF,47.73138889,-96.78166667,35,4,KFGFRR5FGF,Z
ENTM4,TB,11/25/2009 15:00,Lakeview - Entrican - MSU Ag Mesonet,GRR,43.3775,-85.18,41,4,KGRRRR2GRR,Z
FEVM4,TB,11/23/2009 20:00,Fennville 3WSW - MSU Ag Mesonet,GRR,42.59,-86.15,47,4,KGRRRR2GRR,Z
FGLN8,TB,11/25/2009 15:00,Fingal (NDAWN),FGF,46.7617,-97.8028,33,4,KFGFRR5FGF,Z
FNVM4,TB,11/25/2009 13:00,Fennville 3W & 6E,GRR,42.59388889,-86.15583333,43,4,KGRRRR3GRR,Z
FRMM4,TB,11/25/2009 15:00,Fremont 3S - WWTP / MSU Ag Mesonet,GRR,43.42,-85.95,45,4,KGRRRR2GRR,Z
FRRN8,TB,11/25/2009 15:00,Forest River (NDAWN),FGF,48.21638889,-97.47083333,32,4,KFGFRR5FGF,Z
GBWM5,TB,11/25/2009 14:00,Greenbush 4S (NDAWN),FGF,48.35388889,-96.325,33,4,KFGFRR5FGF,Z
GLLN8,TB,11/24/2009 12:00,Hillsboro 18SW - Galesburg (NDAWN),FGF,47.27,-97.40583333,32,4,KFGFRR5FGF,Z
GPDM4,TB,11/25/2009 12:00,Grand Rapids - 44th St,GRR,42.9,-85.76666667,42,4,KGRRRR3GRR,N
GRJM4,TB,11/25/2009 14:00,Grand Junction 1W,GRR,42.4,-86.1,48,4,KGRRRR2GRR,Z
GRWN8,TB,11/25/2009 14:00,Grafton 10E (NDWAN),FGF,48.41222222,-97.18611111,33,4,KFGFRR5FGF,Z
HFDM4,TB,11/25/2009 15:00,Hartford - MSU Ag Mesonet,GRR,42.22972222,-86.15583333,45,4,KGRRRR2GRR,Z
HLNN8,TB,11/25/2009 15:00,Hillsboro 5SE (NDAWN),FGF,47.35416667,-96.96972222,33,4,KFGFRR5FGF,Z
HMBM5,TB,11/25/2009 13:00,Pembina 7E - Humboldt (NDAWN),FGF,48.9175,-97.10027778,33,4,KFGFRR5FGF,Z
HRTM4,TB,11/25/2009 15:00,Hart - MI St Police,GRR,43.68861111,-86.37444444,45,4,KGRRRR2GRR,Z
HVLM4,TB,11/25/2009 15:00,Hudsonville - MSU Ag Mesonet,GRR,42.85944444,-85.88944444,47,4,KGRRRR2GRR,Z
ILX,TB,11/25/2009 12:00,Lincoln - Cntrl Il WFO,ILX,40.15138889,-89.33805556,47,4,KILXRR3ILX,N
IUKI2,TB,11/24/2009 13:00,Iuka 12SW,LSX,38.49305556,-88.97027778,52,4,KLSXRR3LSX,Z
LGGN8,TB,11/25/2009 15:00,Langdon (NDAWN),FGF,48.75638889,-98.34333333,32,4,KFGFRR5FGF,Z
LUNM4,TB,11/25/2009 14:00,Ludington - MAWN Ag Mesonet Site,GRR,43.90416667,-86.37972222,45,4,KGRRRR2GRR,Z
MARN8,TB,11/25/2009 11:00,Marion 3S /NDAWN/,BIS,46.56444444,-98.3275,32,4,KFGFRR5FGF,Z
MCCN8,TB,11/25/2009 15:00,McHenry 2N (NDAWN),FGF,47.60138889,-98.59361111,32,4,KFGFRR5FGF,Z
MICN8,TB,11/25/2009 11:00,Michigan 2W (NDAWN),FGF,48.01888889,-98.17194444,32,4,KFGFRR5FGF,Z
MMTI2,TB,11/25/2009 14:00,Monmouth 4NW - U Illinois Research Cntr,DVN,40.93611111,-90.71972222,49,4,KDVNRR3DVN,N
MRRM5,TB,11/25/2009 14:00,Morris 2E - WC Exp Stn,MPX,45.59027778,-95.87472222,36,4,KMPXRR3MPX,N
MUNM4,TB,11/25/2009 15:00,Mendon - MAWN - Ag Mesonet Site,IWX,41.98333333,-85.43333333,47,4,KGRRRR2GRR,Z
MYAN8,TB,11/25/2009 15:00,Mayville 5E (NDAWN),FGF,47.50138889,-97.21972222,33,4,KFGFRR5FGF,Z
NWFM4,TB,11/24/2009 13:00,Nw Michigan Research Farm,APX,44.88305556,-85.67527778,43,4,KAPXRR3APX,N
OGDI2,TB,11/25/2009 12:00,Ogden,ILX,40.11,-87.95666667,49,4,KILXRR3ILX,Z
OKNN8,TB,11/25/2009 9:00,Oakes 4S (NDAWN),BIS,46.08222222,-98.0925,33,4,KFGFRR5FGF,Z
